activity subject variable mean_variable
laying 30 tBodyGyro.mean.Y -0.0761476351714286
laying 30 tBodyGyro.mean.Z 0.0938472163142857
laying 30 tBodyGyro.std.X -0.973662822428571
laying 30 tBodyGyro.std.Y -0.966041673
laying 30 tBodyGyro.std.Z -0.968889156142857
sitting 1 tBodyAcc.mean.X 0.261237565425532
sitting 1 tBodyAcc.mean.Y -0.00130828765170213
sitting 1 tBodyAcc.mean.Z -0.104544182255319
sitting 1 tBodyAcc.std.X -0.977229008297872
sitting 1 tBodyAcc.std.Y -0.922618641914894
sitting 1 tBodyAcc.std.Z -0.93958629106383
sitting 1 tGravityAcc.mean.X 0.831509933404255
sitting 1 tGravityAcc.mean.Y 0.204411592680851
sitting 1 tGravityAcc.mean.Z 0.332043702765957
sitting 1 tGravityAcc.std.X -0.968457145744681
sitting 1 tGravityAcc.std.Y -0.935517055957447
sitting 1 tGravityAcc.std.Z -0.949040933191489
sitting 1 tBodyGyro.mean.X -0.045350056512766
sitting 1 tBodyGyro.mean.Y -0.0919241549361702
sitting 1 tBodyGyro.mean.Z 0.0629313811914894
sitting 1 tBodyGyro.std.X -0.977211283191489
sitting 1 tBodyGyro.std.Y -0.966473895319149
sitting 1 tBodyGyro.std.Z -0.941425920851064
sitting 2 tBodyAcc.mean.X 0.27708735173913
sitting 2 tBodyAcc.mean.Y -0.0156879937282609
sitting 2 tBodyAcc.mean.Z -0.109218272456522
sitting 2 tBodyAcc.std.X -0.986822279565217
sitting 2 tBodyAcc.std.Y -0.950704499130435
sitting 2 tBodyAcc.std.Z -0.95982817173913
sitting 2 tGravityAcc.mean.X 0.940477273043478
sitting 2 tGravityAcc.mean.Y -0.105630024498783
sitting 2 tGravityAcc.mean.Z 0.19872676876087
sitting 2 tGravityAcc.std.X -0.979988760869565
sitting 2 tGravityAcc.std.Y -0.956750273043478
sitting 2 tGravityAcc.std.Z -0.954415873043478
sitting 2 tBodyGyro.mean.X -0.0454706620434783
sitting 2 tBodyGyro.mean.Y -0.0599286797043478
sitting 2 tBodyGyro.mean.Z 0.0412277462173913
sitting 2 tBodyGyro.std.X -0.985742027826087
sitting 2 tBodyGyro.std.Y -0.978919526956522
sitting 2 tBodyGyro.std.Z -0.959803708695652
sitting 3 tBodyAcc.mean.X 0.257197599134615
sitting 3 tBodyAcc.mean.Y -0.00350299841730769
sitting 3 tBodyAcc.mean.Z -0.0983579203269231
sitting 3 tBodyAcc.std.X -0.971010120961538
sitting 3 tBodyAcc.std.Y -0.856617812115385
sitting 3 tBodyAcc.std.Z -0.875110175384615
sitting 3 tGravityAcc.mean.X 0.901098984615385
sitting 3 tGravityAcc.mean.Y 0.127303379245962
sitting 3 tGravityAcc.mean.Z 0.139020582461538
sitting 3 tGravityAcc.std.X -0.957324457884615
sitting 3 tGravityAcc.std.Y -0.903923008269231
sitting 3 tGravityAcc.std.Z -0.897736318269231
sitting 3 tBodyGyro.mean.X -0.0385365204807692
sitting 3 tBodyGyro.mean.Y -0.07524100275
sitting 3 tBodyGyro.mean.Z 0.0940113975530769
sitting 3 tBodyGyro.std.X -0.965434768461538
sitting 3 tBodyGyro.std.Y -0.944854571346154
sitting 3 tBodyGyro.std.Z -0.926413710384615
sitting 4 tBodyAcc.mean.X 0.27153827992
sitting 4 tBodyAcc.mean.Y -0.007163065158
sitting 4 tBodyAcc.mean.Z -0.10587459588
sitting 4 tBodyAcc.std.X -0.980309931
sitting 4 tBodyAcc.std.Y -0.89022398108
sitting 4 tBodyAcc.std.Z -0.9322030066
sitting 4 tGravityAcc.mean.X 0.8693030064
sitting 4 tGravityAcc.mean.Y 0.211622539936894
sitting 4 tGravityAcc.mean.Z 0.11012048108
sitting 4 tGravityAcc.std.X -0.9814052948
sitting 4 tGravityAcc.std.Y -0.93272710386
sitting 4 tGravityAcc.std.Z -0.9509492546
sitting 4 tBodyGyro.mean.X -0.04944351156
sitting 4 tBodyGyro.mean.Y -0.08943006108
sitting 4 tBodyGyro.mean.Z 0.10115033478
sitting 4 tBodyGyro.std.X -0.9701317904
sitting 4 tBodyGyro.std.Y -0.9584681204
sitting 4 tBodyGyro.std.Z -0.9279722294
sitting 5 tBodyAcc.mean.X 0.273694139545455
sitting 5 tBodyAcc.mean.Y -0.00990083527045455
sitting 5 tBodyAcc.mean.Z -0.108540300265909
sitting 5 tBodyAcc.std.X -0.980945022045455
sitting 5 tBodyAcc.std.Y -0.904335121022727
sitting 5 tBodyAcc.std.Z -0.926094740227273
sitting 5 tGravityAcc.mean.X 0.880731443863636
sitting 5 tGravityAcc.mean.Y 0.168445524
sitting 5 tGravityAcc.mean.Z 0.143006857611364
sitting 5 tGravityAcc.std.X -0.983137541590909
sitting 5 tGravityAcc.std.Y -0.939942979795454
sitting 5 tGravityAcc.std.Z -0.945008999545455
sitting 5 tBodyGyro.mean.X -0.0422355209795455
sitting 5 tBodyGyro.mean.Y -0.0835484079545455
sitting 5 tBodyGyro.mean.Z 0.0823934451590909
sitting 5 tBodyGyro.std.X -0.966225485
sitting 5 tBodyGyro.std.Y -0.950064068181818
sitting 5 tBodyGyro.std.Z -0.940637937045455
sitting 6 tBodyAcc.mean.X 0.276778487454545
sitting 6 tBodyAcc.mean.Y -0.0145911615290909
sitting 6 tBodyAcc.mean.Z -0.110127728709091
sitting 6 tBodyAcc.std.X -0.980164933636364
sitting 6 tBodyAcc.std.Y -0.923682131090909
sitting 6 tBodyAcc.std.Z -0.925797097090909
sitting 6 tGravityAcc.mean.X 0.933692934909091
sitting 6 tGravityAcc.mean.Y 0.0682628663363636
sitting 6 tGravityAcc.mean.Z 0.0695219657167273
sitting 6 tGravityAcc.std.X -0.988872369272727
sitting 6 tGravityAcc.std.Y -0.960875994727273
sitting 6 tGravityAcc.std.Z -0.955475832363636
sitting 6 tBodyGyro.mean.X -0.0372442282830909
sitting 6 tBodyGyro.mean.Y -0.0899083302550909
sitting 6 tBodyGyro.mean.Z 0.0854346006181818
sitting 6 tBodyGyro.std.X -0.957367681818182
sitting 6 tBodyGyro.std.Y -0.944130044727273
sitting 6 tBodyGyro.std.Z -0.939681350909091
sitting 7 tBodyAcc.mean.X 0.284674637291667
sitting 7 tBodyAcc.mean.Y -0.01461097580375
sitting 7 tBodyAcc.mean.Z -0.122464597625
sitting 7 tBodyAcc.std.X -0.972668374583333
sitting 7 tBodyAcc.std.Y -0.909454698541667
sitting 7 tBodyAcc.std.Z -0.8565329414375
sitting 7 tGravityAcc.mean.X 0.969147824375
sitting 7 tGravityAcc.mean.Y 0.00608846646041667
sitting 7 tGravityAcc.mean.Z 0.0649636250354167
sitting 7 tGravityAcc.std.X -0.957082433333333
sitting 7 tGravityAcc.std.Y -0.945436264583333
sitting 7 tGravityAcc.std.Z -0.868602535416667
sitting 7 tBodyGyro.mean.X -0.04963797197125
sitting 7 tBodyGyro.mean.Y -0.03361196465625
sitting 7 tBodyGyro.mean.Z 0.0259476655145833
sitting 7 tBodyGyro.std.X -0.941870953333333
sitting 7 tBodyGyro.std.Y -0.944124336458333
sitting 7 tBodyGyro.std.Z -0.937021208541667
sitting 8 tBodyAcc.mean.X 0.267491472934783
sitting 8 tBodyAcc.mean.Y -0.00672550621304348
sitting 8 tBodyAcc.mean.Z -0.104461049130435
sitting 8 tBodyAcc.std.X -0.979026152391304
sitting 8 tBodyAcc.std.Y -0.927331997021739
sitting 8 tBodyAcc.std.Z -0.939553030217391
sitting 8 tGravityAcc.mean.X 0.832453878043478
sitting 8 tGravityAcc.mean.Y 0.240095117065217
sitting 8 tGravityAcc.mean.Z 0.263895185521739
sitting 8 tGravityAcc.std.X -0.966757967173913
sitting 8 tGravityAcc.std.Y -0.937462301369565
sitting 8 tGravityAcc.std.Z -0.935475331521739
sitting 8 tBodyGyro.mean.X -0.0547396987173913
sitting 8 tBodyGyro.mean.Y -0.0955089236521739
sitting 8 tBodyGyro.mean.Z 0.0716048809782609
sitting 8 tBodyGyro.std.X -0.984524052826087
sitting 8 tBodyGyro.std.Y -0.97150069673913
sitting 8 tBodyGyro.std.Z -0.959623548478261
sitting 9 tBodyAcc.mean.X 0.24832674354
sitting 9 tBodyAcc.mean.Y -0.02701677698
sitting 9 tBodyAcc.mean.Z -0.07537846886
sitting 9 tBodyAcc.std.X -0.9572277914
sitting 9 tBodyAcc.std.Y -0.875141405
sitting 9 tBodyAcc.std.Z -0.83200187268
sitting 9 tGravityAcc.mean.X 0.9163245106
sitting 9 tGravityAcc.mean.Y -0.0414258228938
sitting 9 tGravityAcc.mean.Z 0.085263099144
sitting 9 tGravityAcc.std.X -0.9552804062
sitting 9 tGravityAcc.std.Y -0.94645197
sitting 9 tGravityAcc.std.Z -0.88585411242
sitting 9 tBodyGyro.mean.X -0.042328876778
sitting 9 tBodyGyro.mean.Y -0.04142711812
sitting 9 tBodyGyro.mean.Z 0.0807919285908
sitting 9 tBodyGyro.std.X -0.9590200492
sitting 9 tBodyGyro.std.Y -0.9191882264
sitting 9 tBodyGyro.std.Z -0.9301768338
sitting 10 tBodyAcc.mean.X 0.270612056481481
sitting 10 tBodyAcc.mean.Y -0.015042681852037
sitting 10 tBodyAcc.mean.Z -0.104253238796296
sitting 10 tBodyAcc.std.X -0.982901825925926
sitting 10 tBodyAcc.std.Y -0.917979529962963
sitting 10 tBodyAcc.std.Z -0.967826981666667
sitting 10 tGravityAcc.mean.X 0.791887198148148
sitting 10 tGravityAcc.mean.Y -0.041260775
sitting 10 tGravityAcc.mean.Z 0.20253457287037
sitting 10 tGravityAcc.std.X -0.973128354074074
sitting 10 tGravityAcc.std.Y -0.935690006481481
sitting 10 tGravityAcc.std.Z -0.966898520555556
sitting 10 tBodyGyro.mean.X -0.0432432176851852
sitting 10 tBodyGyro.mean.Y -0.0679993598888889
sitting 10 tBodyGyro.mean.Z 0.0745958869444444
sitting 10 tBodyGyro.std.X -0.988873097222222
sitting 10 tBodyGyro.std.Y -0.984373304814815
sitting 10 tBodyGyro.std.Z -0.960445962037037
sitting 11 tBodyAcc.mean.X 0.276590197358491
sitting 11 tBodyAcc.mean.Y -0.0149195616754717
sitting 11 tBodyAcc.mean.Z -0.112840218339623
sitting 11 tBodyAcc.std.X -0.982796562075472
sitting 11 tBodyAcc.std.Y -0.921402118113208
sitting 11 tBodyAcc.std.Z -0.968370181886792
sitting 11 tGravityAcc.mean.X 0.871963798301887
sitting 11 tGravityAcc.mean.Y 0.213716305739623
sitting 11 tGravityAcc.mean.Z 0.188531695981132
sitting 11 tGravityAcc.std.X -0.988069341132075
sitting 11 tGravityAcc.std.Y -0.949792572075472
sitting 11 tGravityAcc.std.Z -0.971661610754717
sitting 11 tBodyGyro.mean.X -0.0399984915849057
sitting 11 tBodyGyro.mean.Y -0.0755284478679245
sitting 11 tBodyGyro.mean.Z 0.0761739419056604
sitting 11 tBodyGyro.std.X -0.988164911509434
sitting 11 tBodyGyro.std.Y -0.982249040188679
sitting 11 tBodyGyro.std.Z -0.95284431245283
sitting 12 tBodyAcc.mean.X 0.275007224901961
sitting 12 tBodyAcc.mean.Y -0.0157892988523529
sitting 12 tBodyAcc.mean.Z -0.106307228960784
sitting 12 tBodyAcc.std.X -0.982568781960784
sitting 12 tBodyAcc.std.Y -0.92858124
sitting 12 tBodyAcc.std.Z -0.939661889019608
sitting 12 tGravityAcc.mean.X 0.926228975490196
sitting 12 tGravityAcc.mean.Y 0.0830509010823529
sitting 12 tGravityAcc.mean.Z 0.0885640696078431
sitting 12 tGravityAcc.std.X -0.985203642352941
sitting 12 tGravityAcc.std.Y -0.963641979215686
sitting 12 tGravityAcc.std.Z -0.956208629607843
sitting 12 tBodyGyro.mean.X -0.0424159182941176
sitting 12 tBodyGyro.mean.Y -0.0751980398235294
sitting 12 tBodyGyro.mean.Z 0.0728462158235294
sitting 12 tBodyGyro.std.X -0.974425351960784
sitting 12 tBodyGyro.std.Y -0.960497127647059
sitting 12 tBodyGyro.std.Z -0.951552533137255
sitting 13 tBodyAcc.mean.X 0.274328499591837
sitting 13 tBodyAcc.mean.Y -0.00587732936326531
sitting 13 tBodyAcc.mean.Z -0.0972465110836735
sitting 13 tBodyAcc.std.X -0.989546275306122
sitting 13 tBodyAcc.std.Y -0.938967741632653
sitting 13 tBodyAcc.std.Z -0.938641215510204
sitting 13 tGravityAcc.mean.X 0.92557651244898
sitting 13 tGravityAcc.mean.Y 0.101769752489796
sitting 13 tGravityAcc.mean.Z 0.0757773858163265
sitting 13 tGravityAcc.std.X -0.981379112653061
sitting 13 tGravityAcc.std.Y -0.951353064693878
sitting 13 tGravityAcc.std.Z -0.930979556938776
sitting 13 tBodyGyro.mean.X -0.0355124856836735
sitting 13 tBodyGyro.mean.Y -0.0902687401836735
sitting 13 tBodyGyro.mean.Z 0.0823432026610204
sitting 13 tBodyGyro.std.X -0.985844263265306
sitting 13 tBodyGyro.std.Y -0.979668456122449
sitting 13 tBodyGyro.std.Z -0.966896414285714
sitting 14 tBodyAcc.mean.X 0.279990577037037
sitting 14 tBodyAcc.mean.Y -0.00870565463888889
sitting 14 tBodyAcc.mean.Z -0.100401490425926
sitting 14 tBodyAcc.std.X -0.976302248148148
sitting 14 tBodyAcc.std.Y -0.914935703907407
sitting 14 tBodyAcc.std.Z -0.922774835740741
sitting 14 tGravityAcc.mean.X 0.939038759814815
sitting 14 tGravityAcc.mean.Y -0.0364533962277778
sitting 14 tGravityAcc.mean.Z -0.0945970534814815
sitting 14 tGravityAcc.std.X -0.976280399444444
sitting 14 tGravityAcc.std.Y -0.95032266362963
sitting 14 tGravityAcc.std.Z -0.938415738148148
sitting 14 tBodyGyro.mean.X -0.0440403326851852
sitting 14 tBodyGyro.mean.Y -0.0713478280925926
sitting 14 tBodyGyro.mean.Z 0.0928523607037037
sitting 14 tBodyGyro.std.X -0.980829981481481
sitting 14 tBodyGyro.std.Y -0.962048191666667
sitting 14 tBodyGyro.std.Z -0.952904383518518
sitting 15 tBodyAcc.mean.X 0.27290337979661
sitting 15 tBodyAcc.mean.Y -0.0117188472271186
sitting 15 tBodyAcc.mean.Z -0.11366125320339
sitting 15 tBodyAcc.std.X -0.987084356101695
sitting 15 tBodyAcc.std.Y -0.922407162881356
sitting 15 tBodyAcc.std.Z -0.949338025084746
sitting 15 tGravityAcc.mean.X 0.89036426220339
sitting 15 tGravityAcc.mean.Y 0.210849305016949
sitting 15 tGravityAcc.mean.Z 0.00281565980440678
sitting 15 tGravityAcc.std.X -0.982620883728814
sitting 15 tGravityAcc.std.Y -0.943561411694915
sitting 15 tGravityAcc.std.Z -0.952973658983051
sitting 15 tBodyGyro.mean.X -0.0377111130338983
sitting 15 tBodyGyro.mean.Y -0.0803428762830509
sitting 15 tBodyGyro.mean.Z 0.0951978083898305
sitting 15 tBodyGyro.std.X -0.988204115254237
sitting 15 tBodyGyro.std.Y -0.975321519491525
sitting 15 tBodyGyro.std.Z -0.963765802881356
sitting 16 tBodyAcc.mean.X 0.280768574492754
sitting 16 tBodyAcc.mean.Y -0.0102497939956522
sitting 16 tBodyAcc.mean.Z -0.0891404038405797
sitting 16 tBodyAcc.std.X -0.986825605362319
sitting 16 tBodyAcc.std.Y -0.951607872463768
sitting 16 tBodyAcc.std.Z -0.939672247101449
sitting 16 tGravityAcc.mean.X 0.942457377971014
sitting 16 tGravityAcc.mean.Y -0.086588253942029
sitting 16 tGravityAcc.mean.Z 0.0892682200463768
sitting 16 tGravityAcc.std.X -0.980158243333333
sitting 16 tGravityAcc.std.Y -0.968023206956522
sitting 16 tGravityAcc.std.Z -0.945813561478261
sitting 16 tBodyGyro.mean.X -0.0412014042275362
sitting 16 tBodyGyro.mean.Y -0.0574525433043478
sitting 16 tBodyGyro.mean.Z 0.0795736310463768
sitting 16 tBodyGyro.std.X -0.981037373333333
sitting 16 tBodyGyro.std.Y -0.958336595507246
sitting 16 tBodyGyro.std.Z -0.960287831304348
sitting 17 tBodyAcc.mean.X 0.2773570196875
sitting 17 tBodyAcc.mean.Y -0.014156274084375
sitting 17 tBodyAcc.mean.Z -0.11362408509375
sitting 17 tBodyAcc.std.X -0.9944439053125
sitting 17 tBodyAcc.std.Y -0.96185862984375
sitting 17 tBodyAcc.std.Z -0.96572919578125
sitting 17 tGravityAcc.mean.X 0.94488374765625
sitting 17 tGravityAcc.mean.Y -0.002814673171875
sitting 17 tGravityAcc.mean.Z -0.135803881679687
sitting 17 tGravityAcc.std.X -0.99019661703125
sitting 17 tGravityAcc.std.Y -0.9667201059375
sitting 17 tGravityAcc.std.Z -0.9566106440625
sitting 17 tBodyGyro.mean.X -0.042549159015625
sitting 17 tBodyGyro.mean.Y -0.0669245931234375
sitting 17 tBodyGyro.mean.Z 0.0860053803375
sitting 17 tBodyGyro.std.X -0.98963832578125
sitting 17 tBodyGyro.std.Y -0.98612868078125
sitting 17 tBodyGyro.std.Z -0.9797052259375
sitting 18 tBodyAcc.mean.X 0.27727001877193
sitting 18 tBodyAcc.mean.Y -0.0128691279736842
sitting 18 tBodyAcc.mean.Z -0.111904775824561
sitting 18 tBodyAcc.std.X -0.994347988596491
sitting 18 tBodyAcc.std.Y -0.974928131052632
sitting 18 tBodyAcc.std.Z -0.977572717017544
sitting 18 tGravityAcc.mean.X 0.909816469298246
sitting 18 tGravityAcc.mean.Y 0.12988647622807
sitting 18 tGravityAcc.mean.Z 0.161877417894737
sitting 18 tGravityAcc.std.X -0.994043771403509
sitting 18 tGravityAcc.std.Y -0.984035479473684
sitting 18 tGravityAcc.std.Z -0.978340183157895
sitting 18 tBodyGyro.mean.X -0.0333057034385965
sitting 18 tBodyGyro.mean.Y -0.0685796341105263
sitting 18 tBodyGyro.mean.Z 0.0848140511754386
sitting 18 tBodyGyro.std.X -0.991956958947368
sitting 18 tBodyGyro.std.Y -0.986753343859649
sitting 18 tBodyGyro.std.Z -0.981525495438596
sitting 19 tBodyAcc.mean.X 0.273830316164384
sitting 19 tBodyAcc.mean.Y -0.016739260030137
sitting 19 tBodyAcc.mean.Z -0.10870765430137
sitting 19 tBodyAcc.std.X -0.976357663013699
sitting 19 tBodyAcc.std.Y -0.950388943972603
sitting 19 tBodyAcc.std.Z -0.951929615068493
sitting 19 tGravityAcc.mean.X 0.581371509041096
sitting 19 tGravityAcc.mean.Y 0.360343534657534
sitting 19 tGravityAcc.mean.Z 0.489126594657534
sitting 19 tGravityAcc.std.X -0.969355010136986
sitting 19 tGravityAcc.std.Y -0.96996981369863
sitting 19 tGravityAcc.std.Z -0.960394960821918
sitting 19 tBodyGyro.mean.X -0.0214151280054795
sitting 19 tBodyGyro.mean.Y -0.0520207886438356
sitting 19 tBodyGyro.mean.Z 0.0968980718168493
sitting 19 tBodyGyro.std.X -0.984625306849315
sitting 19 tBodyGyro.std.Y -0.959758309589041
sitting 19 tBodyGyro.std.Z -0.96559497630137
sitting 20 tBodyAcc.mean.X 0.278045439090909
sitting 20 tBodyAcc.mean.Y -0.0147229305131818
sitting 20 tBodyAcc.mean.Z -0.108369634515152
sitting 20 tBodyAcc.std.X -0.983081858939394
sitting 20 tBodyAcc.std.Y -0.93612270469697
sitting 20 tBodyAcc.std.Z -0.929106396818182
sitting 20 tGravityAcc.mean.X 0.924454522424242
sitting 20 tGravityAcc.mean.Y 0.0733385412878788
sitting 20 tGravityAcc.mean.Z 0.151679135228788
sitting 20 tGravityAcc.std.X -0.985829034393939
sitting 20 tGravityAcc.std.Y -0.966983534242424
sitting 20 tGravityAcc.std.Z -0.935854966151515
sitting 20 tBodyGyro.mean.X -0.036405928969697
sitting 20 tBodyGyro.mean.Y -0.0650689347121212
sitting 20 tBodyGyro.mean.Z 0.0642882138333333
sitting 20 tBodyGyro.std.X -0.976309017121212
sitting 20 tBodyGyro.std.Y -0.960104508636364
sitting 20 tBodyGyro.std.Z -0.945771803484848
sitting 21 tBodyAcc.mean.X 0.277539616823529
sitting 21 tBodyAcc.mean.Y -0.0144009705494118
sitting 21 tBodyAcc.mean.Z -0.112057887741176
sitting 21 tBodyAcc.std.X -0.991777287176471
sitting 21 tBodyAcc.std.Y -0.966877560941176
sitting 21 tBodyAcc.std.Z -0.959567861764706
sitting 21 tGravityAcc.mean.X 0.940031368
sitting 21 tGravityAcc.mean.Y 0.0215206708823529
sitting 21 tGravityAcc.mean.Z -0.0567766060705882
sitting 21 tGravityAcc.std.X -0.992936404470588
sitting 21 tGravityAcc.std.Y -0.979355363176471
sitting 21 tGravityAcc.std.Z -0.965426493882353
sitting 21 tBodyGyro.mean.X -0.0198712820612471
sitting 21 tBodyGyro.mean.Y -0.0653077503317647
sitting 21 tBodyGyro.mean.Z 0.0831326042823529
sitting 21 tBodyGyro.std.X -0.988410501294118
sitting 21 tBodyGyro.std.Y -0.976380487294118
sitting 21 tBodyGyro.std.Z -0.976972658588235
sitting 22 tBodyAcc.mean.X 0.273583822709677
sitting 22 tBodyAcc.mean.Y -0.0123468446419355
sitting 22 tBodyAcc.mean.Z -0.105827369516129
sitting 22 tBodyAcc.std.X -0.978466823709677
sitting 22 tBodyAcc.std.Y -0.928059133795645
sitting 22 tBodyAcc.std.Z -0.917564853870968
sitting 22 tGravityAcc.mean.X 0.839305928709677
sitting 22 tGravityAcc.mean.Y 0.208553884
sitting 22 tGravityAcc.mean.Z 0.315551492322581
sitting 22 tGravityAcc.std.X -0.972009988709677
sitting 22 tGravityAcc.std.Y -0.954225015274194
sitting 22 tGravityAcc.std.Z -0.927950649854839
sitting 22 tBodyGyro.mean.X -0.0360430675032258
sitting 22 tBodyGyro.mean.Y -0.0793617444354839
sitting 22 tBodyGyro.mean.Z 0.0804426775241936
sitting 22 tBodyGyro.std.X -0.981099172419355
sitting 22 tBodyGyro.std.Y -0.950173478548387
sitting 22 tBodyGyro.std.Z -0.946501417741936
sitting 23 tBodyAcc.mean.X 0.273351251617647
sitting 23 tBodyAcc.mean.Y -0.0133945015676471
sitting 23 tBodyAcc.mean.Z -0.103808679294118
sitting 23 tBodyAcc.std.X -0.987607636617647
sitting 23 tBodyAcc.std.Y -0.934933559264706
sitting 23 tBodyAcc.std.Z -0.905584390323529
sitting 23 tGravityAcc.mean.X 0.936509242941176
sitting 23 tGravityAcc.mean.Y 0.1217510625
sitting 23 tGravityAcc.mean.Z 0.0630111556279412
sitting 23 tGravityAcc.std.X -0.984536722205882
sitting 23 tGravityAcc.std.Y -0.960917426323529
sitting 23 tGravityAcc.std.Z -0.923953600294118
sitting 23 tBodyGyro.mean.X -0.0472583464367647
sitting 23 tBodyGyro.mean.Y -0.0684325551029412
sitting 23 tBodyGyro.mean.Z 0.0645673209117647
sitting 23 tBodyGyro.std.X -0.980363734264706
sitting 23 tBodyGyro.std.Y -0.948109526029412
sitting 23 tBodyGyro.std.Z -0.9597186325
sitting 24 tBodyAcc.mean.X 0.273475690147059
sitting 24 tBodyAcc.mean.Y -0.0131255097938235
sitting 24 tBodyAcc.mean.Z -0.103041061426471
sitting 24 tBodyAcc.std.X -0.990593766617647
sitting 24 tBodyAcc.std.Y -0.956255962058824
sitting 24 tBodyAcc.std.Z -0.957056111470588
sitting 24 tGravityAcc.mean.X 0.919637604411765
sitting 24 tGravityAcc.mean.Y 0.182254651955882
sitting 24 tGravityAcc.mean.Z 0.109559621020588
sitting 24 tGravityAcc.std.X -0.989660149852941
sitting 24 tGravityAcc.std.Y -0.971692544705882
sitting 24 tGravityAcc.std.Z -0.963406795735294
sitting 24 tBodyGyro.mean.X -0.0356229619955882
sitting 24 tBodyGyro.mean.Y -0.0750132697044118
sitting 24 tBodyGyro.mean.Z 0.0800440230882353
sitting 24 tBodyGyro.std.X -0.988111648676471
sitting 24 tBodyGyro.std.Y -0.977954005147059
sitting 24 tBodyGyro.std.Z -0.971277654117647
sitting 25 tBodyAcc.mean.X 0.278541482461538
sitting 25 tBodyAcc.mean.Y -0.0147696808030769
sitting 25 tBodyAcc.mean.Z -0.109160440476923
sitting 25 tBodyAcc.std.X -0.991892828615385
sitting 25 tBodyAcc.std.Y -0.947457617061538
sitting 25 tBodyAcc.std.Z -0.965139552153846
sitting 25 tGravityAcc.mean.X 0.865686078153846
sitting 25 tGravityAcc.mean.Y 0.208287142261538
sitting 25 tGravityAcc.mean.Z 0.167140956385077
sitting 25 tGravityAcc.std.X -0.988879980615385
sitting 25 tGravityAcc.std.Y -0.963415016923077
sitting 25 tGravityAcc.std.Z -0.969459982461538
sitting 25 tBodyGyro.mean.X -0.0352052091230769
sitting 25 tBodyGyro.mean.Y -0.0748002714615385
sitting 25 tBodyGyro.mean.Z 0.0852783892769231
sitting 25 tBodyGyro.std.X -0.989907584153846
sitting 25 tBodyGyro.std.Y -0.981193501846154
sitting 25 tBodyGyro.std.Z -0.972637558615385
sitting 26 tBodyAcc.mean.X 0.258243530166667
sitting 26 tBodyAcc.mean.Y -0.00713364541358974
sitting 26 tBodyAcc.mean.Z -0.0974448692333333
sitting 26 tBodyAcc.std.X -0.979768987948718
sitting 26 tBodyAcc.std.Y -0.94079896551282
sitting 26 tBodyAcc.std.Z -0.950004414102564
sitting 26 tGravityAcc.mean.X 0.782955611794872
sitting 26 tGravityAcc.mean.Y 0.223105562025641
sitting 26 tGravityAcc.mean.Z 0.314387627435897
sitting 26 tGravityAcc.std.X -0.965082925641026
sitting 26 tGravityAcc.std.Y -0.949286700807692
sitting 26 tGravityAcc.std.Z -0.944580863846154
sitting 26 tBodyGyro.mean.X -0.0370217449628205
sitting 26 tBodyGyro.mean.Y -0.0840648503320513
sitting 26 tBodyGyro.mean.Z 0.0711109471666667
sitting 26 tBodyGyro.std.X -0.991027700512821
sitting 26 tBodyGyro.std.Y -0.973444813846154
sitting 26 tBodyGyro.std.Z -0.966441338076923
sitting 27 tBodyAcc.mean.X 0.273941302571429
sitting 27 tBodyAcc.mean.Y -0.0155269799285714
sitting 27 tBodyAcc.mean.Z -0.105521912588571
sitting 27 tBodyAcc.std.X -0.988580107714286
sitting 27 tBodyAcc.std.Y -0.971579125714286
sitting 27 tBodyAcc.std.Z -0.965858735142857
sitting 27 tGravityAcc.mean.X 0.839464714
sitting 27 tGravityAcc.mean.Y 0.212947021371429
sitting 27 tGravityAcc.mean.Z 0.276417431042857
sitting 27 tGravityAcc.std.X -0.982445738
sitting 27 tGravityAcc.std.Y -0.982553336571429
sitting 27 tGravityAcc.std.Z -0.967268066
sitting 27 tBodyGyro.mean.X -0.0371830822285714
sitting 27 tBodyGyro.mean.Y -0.0797345645214286
sitting 27 tBodyGyro.mean.Z 0.0833752812157143
sitting 27 tBodyGyro.std.X -0.988492425142857
sitting 27 tBodyGyro.std.Y -0.982067465142857
sitting 27 tBodyGyro.std.Z -0.975713310142857
sitting 28 tBodyAcc.mean.X 0.276977629444444
sitting 28 tBodyAcc.mean.Y -0.0185404441258333
sitting 28 tBodyAcc.mean.Z -0.111517939555556
sitting 28 tBodyAcc.std.X -0.983272806805556
sitting 28 tBodyAcc.std.Y -0.939905244861111
sitting 28 tBodyAcc.std.Z -0.936667245694444
sitting 28 tGravityAcc.mean.X 0.907331309166667
sitting 28 tGravityAcc.mean.Y -0.112596728361111
sitting 28 tGravityAcc.mean.Z 0.135402566816667
sitting 28 tGravityAcc.std.X -0.989132499583333
sitting 28 tGravityAcc.std.Y -0.971766352361111
sitting 28 tGravityAcc.std.Z -0.956087679583333
sitting 28 tBodyGyro.mean.X -0.0339018030166667
sitting 28 tBodyGyro.mean.Y -0.0673943850555556
sitting 28 tBodyGyro.mean.Z 0.087025401375
sitting 28 tBodyGyro.std.X -0.979671983472222
sitting 28 tBodyGyro.std.Y -0.956316505972222
sitting 28 tBodyGyro.std.Z -0.9566328025
sitting 29 tBodyAcc.mean.X 0.2771799775
sitting 29 tBodyAcc.mean.Y -0.016630680375
sitting 29 tBodyAcc.mean.Z -0.1104118192
sitting 29 tBodyAcc.std.X -0.9907450195
